accession_id,6dc4e6bf-a8f6-4280-af19-5ed501969f01,86e3408b-76a3-4834-b85e-4d2a07677304,a44df6fa-36a7-4500-90fd-d62baf48ef52,3abbb570-87ad-44c5-b66d-141f63b0ca8b,a4fc56a4-2493-451a-9b30-5aa38258bcce,be8e6554-07ae-4ec2-8be0-8598556467c9,d68e848a-5464-4471-88bd-3faf7e088d91,f3a7612e-35c3-43be-8f96-795874f8225c,0d003664-43ff-4eb5-b6c0-28ba7f26ee64,0f40e7fd-789f-49f7-a797-76bbe3c84f47,e83d4619-5e2b-4da7-8c05-93611ea76c85,f424bcaa-7212-4abc-8110-cff56b85c85a,86b5eaae-717c-4806-be60-7ffcab935908,265fa10b-9393-4c95-99a0-df47069deaac,ff79f645-81f1-4a3b-ae72-adc169f30143,ed76d786-d744-4067-b288-5fe2dc06a310,52fed7ff-b663-4fc1-a294-57776659175a,8f6d8863-21b1-4469-b233-21bb7c9b954c,41cd380c-ab97-451e-80b7-3d9653a1e909,e351b00e-5462-4be5-a57c-162a9b7b996e,ddde9a13-c70c-464c-8066-65a88ab92dc7,e4b1e8c9-5921-436d-8f6a-9af5b5baea8e,8ecef704-ed0f-4700-a34e-46a174033332,02fc7dd7-7e17-4930-8424-52173c33b29b,e896f815-d8df-42cc-bdf6-04deb50f6c1a,37fb952c-2a89-4903-98b9-6f6d36743218,85236a1e-2adb-459b-b868-b9486d9a285e,557f6cb1-95e3-4c8c-b253-538a415b0d07,d0982681-8799-412d-a868-81078e4a6560,0f7a5400-3b1d-42d3-b47a-2979084bf616,7e975ee3-173d-4315-aacf-c201122d9868,81ec1c9c-36c0-48e8-929a-8273d1d3febe,eaf6af76-2b28-4128-9371-a3d928d72370,8334ded1-3815-4766-8861-6fa8313fab6b,7f06d0ce-d5ac-4a70-97ea-0ebb8e8b0f67,a4c3a7ab-2ddd-415d-a222-fd3dd1c01231,aef6b437-1da5-4f69-970b-977cdc9cd5c5,3be37b85-90eb-4f47-909a-8be730172d92,0895e2a3-5571-4ee2-b715-a424d0c9fec4,475e779f-c6b7-4f7c-9616-f2c47b9b97a5,f1d9de11-d45a-4443-ac6a-1f58888b6fcc,f4987886-cc3e-4423-84ae-84911abcd473,d7438c8a-6e39-4139-92e7-2aa05bae5d40,91b36078-362b-4909-ac90-1b2d1ea4a545,415d3af2-fc41-43d5-b185-6a09946b9e84,a00a04b4-8de5-4f18-9dc2-531e21aa5167,dc300e50-f729-4d0e-8a33-606e95d91c95,585f73db-7dc1-49d8-a601-f8d33b318a95,646eb67c-2e86-4f89-867f-78c31eff5fe0,b70a538a-a0d7-4a0f-ab48-fd7b4457bfd3,aafbf8fb-290d-408e-b104-241b7d492895,3d4b6861-2763-451d-ae0a-6a5adfc591ec,8ec31b5f-bb8d-4c61-aac5-3204b66e81e2,a576843f-a9f7-47cf-a52f-7f01066fa160,54fb48bb-ab47-4870-beb0-5713d15d8b58,ba7c9ae6-bb71-4bb4-8f3d-f2041f62896f
MIMAT0000438,322.704065,194.65167,849.1506099999999,467.599897,366.90431199999995,214.96199000000001,164.588528,253.58532499999998,281.85933600000004,65.294742,577.756558,426.904223,196.77766300000002,294.567681,511.412866,216.39785799999999,279.410327,237.424664,116.26694299999998,269.310297,270.799262,189.777327,92.495861,328.36481699999996,244.515229,292.563634,37.605361,326.781023,246.223422,306.093448,256.06908500000003,373.34155300000003,410.61117799999994,471.717851,93.283889,605.102694,603.716754,356.702925,395.021177,451.708077,99.023461,300.804942,477.22769800000003,18.980589000000002,489.19367299999993,258.266193,201.240797,205.674595,112.990027,109.705677,269.35358299999996,138.88033399999998,133.286012,366.80383,364.83824,293.660158
MIMAT0000439,1.497467,1.5622120000000002,8.866633,1.11466,0.0,1.588389,1.246882,6.460772,2.461654,2.543952,0.0,9.000992,0.963023,24.065988,1.085802,0.728612,1.303626,4.084727,2.113944,2.992338,0.670295,0.298392,1.651712,0.737898,2.290541,0.0,0.0,1.911,1.884362,0.0,0.620022,0.664309,1.758506,1.268059,1.097458,1.530355,2.816719,4.834828,1.851083,0.984113,0.643009,0.612637,1.72596,0.665986,4.481164,1.913082,0.994599,0.632845,0.889685,0.0,0.528144,0.805104,4.400953,0.584316,0.720668,4.456899
MIMAT0000440,2062.760325,629.884057,2290.319478,940.773092,1331.541245,1903.419585,754.987529,1141.941558,504.63898700000004,7713.259413,2421.9654689999998,10077.897161,3075.252849,1532.040733,567.874583,4220.122525,1833.766064,701.551582,2229.506718,937.931293,1719.307184,662.728686,1945.716493,577.774498,430.621668,539.632923,7986.3291389999995,1089.652277,865.550702,687.462073,809.128708,811.121062,1202.818182,1822.20041,1510.650278,680.0901259999999,2618.609687,3326.3622250000003,624.9257259999999,1406.2981280000001,1695.616022,418.431317,3018.7024930000002,2730.5409,3974.791964,2737.6216329999997,307.331496,1553.634238,2096.098466,2228.498915,780.069103,877.965246,1611.3775990000001,863.033464,1686.183258,2265.095394
MIMAT0000441,743.492194,609.887737,7111.039575,962.508966,774.714905,1002.8029740000001,359.725684,116.29390599999999,304.01422,731.8099,93.488117,490.5541,721.625097,410.08441799999997,766.0335,409.48012,962.075373,558.075605,1117.57195,635.372812,288.226933,1230.568712,4453.014995,17286.009441,3244.551025,198.775292,3918.8283920000003,1148.5110829999999,13640.903231,345.267264,2081.413848,775.248386,3843.215108,243.46728099999999,8418.596641,395.44394400000004,2445.8509240000003,1598.179523,266.185781,639.673744,4005.306109,821.546699,54.367716,909.73631,630.350326,850.3653499999999,1153.073296,272.756154,572.957305,1622.66159,1938.817652,4593.51739,6641.981513,608.710299,509.69253299999997,206.50301100000001
MIMAT0000442,0.748733,0.312442,8.184586,1.11466,0.0,1.588389,0.623441,0.0,0.0,0.847984,0.623254,1.285856,0.642016,0.48132,1.6287029999999998,0.0,0.869084,1.021182,2.113944,0.332482,0.670295,1.193568,3.303424,12.544271,1.717908,0.0,6.996346,1.5288,6.909327,0.384057,3.10011,0.664309,5.275518,0.0,9.328391,0.918213,2.816718,1.074406,1.11065,0.0,3.8580550000000002,0.612637,0.86298,1.664965,0.0,1.913083,1.9891990000000002,0.0,0.889685,1.637398,3.1688639999999997,6.038276,8.173201,1.168631,0.360334,0.495211
MIMAT0000443,372.869198,466.476636,935.088746,594.1138129999999,737.5653229999999,478.634578,1908.977555,912.5841290000001,668.338953,893.774782,727.9608000000001,2301.039486,786.789641,426.449291,340.94191,351.19113600000003,856.9162759999999,566.755646,233.23853400000002,726.8053179999999,804.354237,436.24913999999995,1128.119156,467.089727,783.078633,639.020569,641.914759,762.489053,549.6058509999999,489.672705,407.974475,339.46180400000003,692.851408,549.069436,489.466054,411.97178900000006,727.6523860000001,1045.934632,1497.526399,520.596018,495.117306,990.63461,922.5251489999999,129.867189,379.405172,844.6260990000001,131.287239,368.948578,198.399813,1638.216874,823.905079,179.135504,703.2094579999999,1107.277194,737.4236629999999,1247.4366639999998
MIMAT0000444,56.903732000000005,400.86371399999996,287.142496,142.119157,124.388492,160.956761,161.471322,260.046097,156.315003,250.15518199999997,142.101936,406.973455,307.20427800000004,578.546327,251.906126,400.00816,391.956632,236.914072,219.145572,519.669128,567.069738,123.83269000000001,71.023607,112.160565,184.10221800000002,202.97477,132.056033,101.28300700000001,196.915923,144.02138300000001,318.071285,396.592362,240.91533799999996,716.45319,128.951259,242.102291,196.231417,467.903989,67.379434,50.189786000000005,94.522394,153.771978,163.10313800000003,49.615927,218.08328699999998,252.526942,365.34985,63.917336000000006,609.434399,190.756886,127.28276999999999,147.33392,235.45099800000003,115.402242,126.657424,270.38523999999995
MIMAT0000445,4729.748449000001,6253.848897,4700.679524,3343.422864,2191.4080089999998,3332.440306,2129.6758109999996,1322.8431910000002,1672.693617,11761.533425000001,2086.031504,3347.083419,4906.601234999999,5593.89802,3750.3610280000003,3707.908067,10867.01937,3872.830244,2828.457637,7053.602392000001,3163.793333,2283.892559,2659.2559859999997,2335.448641,3671.4505569999997,2793.352786,6139.293755000001,2671.1959899999997,3271.568103,1260.475154,2736.157079,5759.557414,2033.71232,8413.569749,2897.836581,1508.6247769999998,3746.23616,4693.544374,1170.625088,2774.215832,3718.52388,2645.368123,4131.946123,1630.665708,3598.3742349999998,5625.420278,3758.5945890000003,5198.18804,6759.8285750000005,2722.9931630000005,2020.6800159999998,1854.153107,4677.27024,1367.297431,1527.2759370000003,4020.618606
MIMAT0000446,89.847999,664.565176,411.275355,391.803013,282.169869,387.03747300000003,457.60598500000003,221.281462,603.1051289999999,392.61643699999996,325.338643,434.61936,407.679658,436.075685,311.625251,1130.077697,760.013471,563.692102,135.292442,505.372409,331.125828,464.596383,767.220128,608.028335,575.784691,719.5105639999999,89.203412,485.394034,9784.240444000001,298.028251,176.70627,623.785974,653.285019,398.170444,127.30507200000001,429.417845,847.832393,530.21956,750.05896,380.851907,194.831875,699.019229,1158.981547,56.275783000000004,264.388644,192.26483,400.160859,248.708048,264.236522,401.98125,524.44727,245.15398199999998,407.402529,1091.792843,1423.860061,803.7275520000001
MIMAT0000447,119.797332,473.35037,915.3093319999999,853.829609,464.99591,614.706577,443.890273,621.849364,839.423875,463.84706400000005,426.305811,513.69951,477.980324,585.766124,300.224327,3809.1851770000003,756.1025950000001,451.36215400000003,365.007737,690.232316,872.724348,302.867904,922.4810370000001,524.645807,554.883505,1127.559843,113.69062500000001,428.06403,3873.307996,355.636804,249.24884400000002,795.17765,423.799973,792.536713,123.463971,416.562857,1780.1663529999998,504.433806,624.185294,526.5006970000001,280.35213699999997,536.05769,842.2680479999999,74.25739300000001,377.16458900000003,360.616127,498.957824,299.968484,508.899967,392.156862,368.644708,303.92653099999995,229.163924,433.707913,1037.401775,620.49946
MIMAT0000448,14.974667,41.867291,42.969067,35.111791,23.792427999999997,61.41771,45.511221,38.764635,32.001497,45.791118,38.641753,26.36005,46.225095,37.061618,23.887649,42.988125999999994,57.794048,35.741346,16.911556,46.214977,61.667156999999996,18.201913,18.16883,53.128687,34.071795,56.692952999999996,18.365409,38.220002,550.54803,24.579649,33.481188,33.87975,49.23817,29.165349999999997,12.620762,28.770687,69.479066,44.587864,37.391883,33.459856,15.432227,75.354396,10.355755,8.990807,18.671515,26.783159,18.56587,23.415262000000002,19.573075,24.560972,40.138964,16.504618999999998,33.635858,49.374632,63.779129999999995,38.131251
MIMAT0000449,262.056665,400.55127,102.989352,69.108924,73.881756,139.248776,69.825436,130.830646,65.23382199999999,601.220419,160.79955800000002,108.654841,172.060075,256.54342099999997,147.669108,157.38026,375.009507,147.560705,174.752738,129.002957,132.718448,91.30795900000001,175.081451,96.664697,83.604739,187.576684,334.950073,44.335203,157.34430099999997,92.557742,110.363916,387.292038,42.204147,405.778799,62.00635,113.55240099999999,46.006408,208.972044,50.719682,374.947226,100.30948,109.66208700000001,98.379671,31.634316,73.939199,274.527394,80.894159,199.978991,278.47148599999997,149.003233,154.746273,212.144743,237.022767,23.956923,24.142382,166.390915
MIMAT0000450,52.411333,35.930884999999996,2364.662785,88.615475,296.361845,63.535563,101.620946,2031.912985,48.002245,675.842981,767.225808,830.663038,85.388025,457.735073,59.719124,740.270111,633.127288,56.164974,44.392833,27.928476,753.411802,71.315695,182.51415400000002,20.661157,72.438354,19.597564,46.350793,116.188808,70.349548,263.463119,376.353354,285.652792,190.797914,45.650113999999995,57.61652,27.852474,435.65252599999997,276.659649,47.757949,538.310061,264.919909,158.673076,207.97807500000002,154.175662,331.606095,119.567681,179.359589,27.845177,145.90838300000001,536.247901,25.350926,47.903652,446.69675500000005,6.865703,158.727155,274.842139
MIMAT0000451,738.251063,8815.252439,226.440162,200.63881199999997,218.305978,450.04357400000004,628.428928,135.67622599999999,230.164612,1872.3479320000001,354.008333,108.011911,1457.695531,1361.172225,643.880744,3455.808205,6723.6640560000005,902.7243070000001,704.64814,1224.1981620000001,628.066599,497.717896,1446.899531,387.396693,1023.012778,565.529704,901.65411,80.262005,1130.617753,959.374448,283.350054,1936.460192,118.699162,1895.7478199999998,49.385588,500.120284,40.372971,721.463899,146.976015,2298.889033,581.280579,751.706041,75.079222,24.641467,208.3741,1597.424224,745.618701,339.837714,629.897161,1279.626672,1022.4873259999999,375.580731,1832.36832,142.426817,133.503771,1912.5051170000002
MIMAT0000452,2.2462,5.311522,12.276876,5.5733,3.339288,5.29463,7.4812970000000005,1.615193,4.923307,6.78387,6.232541,11.572705000000001,3.852092,8.663755,0.542901,11.657796,13.036252000000001,4.084726,0.704648,2.6598550000000003,12.735609,2.088744,5.780991,2.951593,2.5768590000000002,5.599304,0.0,5.733,28.265443,4.224627,1.8600659999999998,3.3215440000000003,7.034024,1.268059,4.38983,3.672854,19.717032,11.281267,1.851084,6.888794,2.572037,8.576922999999999,7.7668170000000005,1.331971,3.734304,8.608872,3.978401,2.53138,4.4484259999999995,4.912195,6.337731,2.41531,4.086600000000001,3.359812,5.405011,5.447322
MIMAT0000453,0.748733,3.7493090000000002,4.092292,2.78665,0.0,3.7062410000000003,1.870324,0.0,1.230827,4.2399189999999995,1.869762,0.642928,0.0,4.331878,1.085802,7.286124,0.434542,2.552953,0.704648,2.659856,0.0,0.895176,0.825856,0.737898,1.14527,4.899391,0.0,1.1466,47.423132,3.072456,0.620022,5.314471,0.879253,2.536117,1.097458,2.75464,3.755625,1.611609,0.370217,0.0,0.643009,0.612637,5.1778770000000005,0.665986,0.746861,0.0,0.994599,2.53138,4.4484259999999995,8.186990999999999,3.69701,0.402552,0.943061,3.359812,4.684342,1.485633
MIMAT0000454,54.65753300000001,0.937327,127.543104,4.45864,60.524602,2.647315,19.950124,12.921545,3.692481,2.543951,133.376379,170.375933,1.926045,256.543422,5.429012,53.917311,33.894255,5.105907,361.484497,2.6598550000000003,83.11660400000001,11.935680999999999,271.70659,11525.974024000001,18.896962000000002,454.243537,0.0,21.021001,4.082784999999999,763.505365,6.20022,1798.948268,45.72115899999999,51.990408,0.548729,7.039635,1177.3885070000001,1.074406,3.702167,106.284253,16.075237,23.892857,739.573483,8.324819999999999,102.319899,0.0,21.218141,382.87116699999996,14.234964,2.456097,44.892263,0.402552,5.658367999999999,79.46686,38.916079,651.697755
MIMAT0000455,57.652466000000004,46.55393099999999,73.661259,63.535624000000006,54.68084700000001,67.771268,74.189526,29.073477,98.466145,69.53466,84.76255900000001,98.367991,60.028421,123.21785200000001,217.16045300000002,45.173963,52.145008,76.58859999999999,64.827628,52.19965,52.95332,70.12212600000001,33.860092,56.818182,43.520275999999996,52.493475000000004,77.834351,38.984401999999996,45.224709999999995,161.688007,97.963476,147.47655699999999,59.789208,133.146168,35.66737,109.573476,84.501567,77.894465,42.574917,77.744963,125.38685,35.532966,47.463876,30.96833,71.698616,153.046632,35.805611,258.833566,80.96135799999999,51.578042999999994,36.441955,45.08579,79.217159,119.784604,54.95094500000001,48.035472
MIMAT0000456,335.432532,361.49595700000003,353.983269,271.41972499999997,197.018013,482.340819,307.980049,508.785842,171.084925,735.2018380000001,301.654989,521.4146470000001,428.224149,647.85637,402.28974100000005,355.56280699999996,392.39117600000003,350.775792,224.782755,321.17746800000003,459.15220899999997,222.30205800000002,336.949207,208.825261,200.994956,289.064069,921.7686060000001,304.613422,289.877828,420.54244,463.156433,338.133188,450.17756399999996,538.924963,203.029641,444.41533100000004,405.607523,960.519322,231.755632,461.549209,420.528203,185.01648400000002,188.992524,410.247121,436.16657499999997,395.051617,122.33583800000001,428.43600000000004,624.55905,408.530843,316.886567,213.352397,370.937491,221.309361,231.874968,265.928338
MIMAT0000457,1.497466,3.1244229999999997,4.0922920000000005,0.0,2.504466,5.8240929999999995,0.623441,0.0,0.0,0.0,1.246508,3.21464,0.642015,4.331878,2.714505,14.572246,1.738167,2.042363,1.409296,0.997446,2.681181,0.596784,0.825856,0.0,0.286318,0.0,5.247259,1.1465999999999998,3.454664,0.768114,2.480088,1.328618,0.879253,1.268059,1.646187,1.836426,0.0,5.372032,1.480867,1.968226,1.286019,0.612637,0.0,1.331971,5.2280240000000004,0.0,1.326133,0.632845,2.6690549999999997,0.818699,2.112577,6.8433779999999995,3.457892,0.292158,1.081002,6.932955
MIMAT0000458,0.748733,2.499539,2.728195,2.78665,1.669644,4.765167,1.870324,1.615193,0.0,0.847984,2.493016,7.072208000000001,1.926046,3.850558,5.971912,1.457224,2.60725,2.042363,1.409296,2.992337,2.010885,1.193568,0.0,2.213695,1.14527,2.099739,0.874543,8.4084,0.628121,3.072456,3.720132,3.3215440000000003,4.396265,8.876411000000001,1.646187,4.284995,4.694532,5.372032,3.331951,1.968226,0.643009,4.288461,0.86298,1.331972,3.734304,1.913083,1.326132,8.85983,2.6690549999999997,1.637398,1.5844319999999998,1.207655,4.4009540000000005,2.629419,1.8016699999999999,3.961688
MIMAT0000459,9.733533000000001,20.933645,77.753551,17.83456,8.765630999999999,40.239188999999996,13.092267999999999,6.460772,20.924058,87.342318,30.539451,46.290818,24.075571,53.907811,19.001539,38.616453,34.328796,20.934217,22.548740000000002,15.959129,8.04354,15.217992,38.815228,12.544272,16.320104,53.193388,20.989039,29.811601999999997,16.331144000000002,9.601425,44.641584,18.600647000000002,14.068048000000001,7.608352,13.169491,12.854987000000001,15.0225,83.803699,13.698017,9.841133000000001,39.866585,13.478021000000002,13.807674,28.304387000000002,13.443491999999999,32.522409,13.261337,16.453968,31.138984999999998,11.461787000000001,31.160511,22.542895,20.432999,78.88254500000001,15.494364000000001,16.341964
MIMAT0000460,220.876332,166.531846,203.932556,199.524151,202.444359,302.852851,218.204488,216.435883,281.859337,353.60919,281.087604,176.805212,182.974335,472.174665,119.438248,314.76052,318.08454,106.20286,123.313424,208.7986,224.548891,175.156119,940.649867,230.962218,85.322643,156.080599,271.982959,380.289028,119.97110599999999,580.310164,226.30803,298.938966,330.59915,191.47687000000002,80.663129,245.163004,606.533473,68.224805,135.499298,302.122831,643.009489,110.27472300000001,171.732932,261.73233600000003,179.99339799999998,729.841127,104.101499,473.36798899999997,572.06762,189.11948999999998,158.443283,145.723714,255.883996,208.892664,250.252009,149.05853000000002
MIMAT0000461,8.236066,68.112462,45.015212,23.96519,29.218773,48.181135,28.678304,67.838112,25.847363,27.135476999999998,39.888262999999995,27.002978000000002,26.322623,74.123241,45.603695,34.244778999999994,34.763339,14.296538,15.502259,27.928476,33.514761,34.911867,19.820542,16.233766000000003,20.32855,33.595824,11.369063,9.555,20.41393,32.26079,39.061386,65.102265,22.860580000000002,57.062642999999994,25.790251,50.50174,19.717031000000002,58.555148,16.289533000000002,17.714042,22.505331,35.532965,40.56004,16.316646,23.899539,30.609326000000003,43.762412,11.391209,19.573076,36.02276,16.372472,11.674,40.551641,23.956922000000002,47.564097,44.073784
MIMAT0000462,0.748733,0.0,0.0,15.605241000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48132,0.0,0.728612,0.0,0.510591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874543,0.0,0.0,0.384057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIMAT0000510,342.171132,430.858188,190.973632,916.8079,218.723388,520.991621,361.596006,817.287737,87.388704,614.788157,449.36621,802.374205,247.496863,404.789901,1005.9957989999999,509.300006,431.06539,202.193907,143.04357100000001,400.308147,469.206637,269.447996,1184.2773550000002,157.172371,172.076878,231.671203,504.611467,502.975235,221.726699,481.22345099999995,430.915289,517.496565,288.395001,400.706561,1121.052856,117.22525399999999,341.761894,400.75358800000004,557.916512,309.995738,328.577846,275.074174,658.453405,278.381976,312.934581,161.655503,102.775364,1104.947203,264.236522,534.610502,252.98111,305.134185,460.21397,180.40730100000002,328.26433099999997,611.585659
MIMAT0000617,16188.363335999999,5122.494636,4702.725674,8919.509836,8064.38148,16447.239538,14836.034914,6811.269525999999,10071.855668,11641.119747,7690.955711,10354.356221,12654.761781,14375.09536,10578.428584000001,9462.488125,5260.996621,4717.347215000001,9242.165017,7816.315747,6935.544417000001,9652.385227,16879.668666,8166.32231,8840.342153,6885.044188,7589.286495999999,16465.177181,13250.526045,7860.495126,14548.196171000001,6090.383198,13036.685076,16917.171673,17033.638171,3136.617311,4936.769354,14962.720782,10621.886252,4686.348277,9516.540452,5747.763718,24660.503842,10649.442507,23137.74051,16852.347303,3027.231819,21750.879338,29264.417125000004,13877.768223000001,6424.347027999999,14034.964835,9308.644823,22211.279301000002,9026.00801,11993.02148
MIMAT0000646,1019.774795,1712.809732,285.77840000000003,321.579429,285.92656999999997,953.562913,240.648379,424.795799,157.545831,2538.863091,641.328476,330.465017,905.883461,843.272188,583.075816,784.715463,952.515454,652.024287,207.166553,422.584429,651.526931,310.626099,435.226059,321.72373,221.037188,583.0275290000001,622.674806,251.10541899999998,407.336449,343.346979,575.380416,1347.882583,161.782562,1096.870812,267.230906,442.884973,153.041725,1619.1304499999999,251.747331,1475.186069,455.893727,183.79120699999999,276.15346,200.128669,203.892938,499.314635,298.711627,1337.201283,522.245246,373.326782,596.274892,235.492742,818.5773049999999,130.156198,189.535719,781.443053
MIMAT0000680,78.61699999999999,288.071973,303.511663,138.217848,80.142921,694.126028,230.04987400000002,356.957685,131.69847,427.383769,206.920365,137.586603,266.115306,345.58757299999996,386.002704,494.727762,277.237619,286.441368,101.469331,286.26687,219.186529,282.577247,101.580276,128.394333,129.988191,86.089299,369.931802,273.655219,204.767437,305.325336,352.172496,328.83286300000003,202.22820199999998,232.05474999999998,370.391913,188.84590599999999,80.745941,588.774707,164.005982,121.045954,868.705819,165.412087,301.179868,381.27674800000005,162.06874499999998,327.137174,233.06800599999997,183.525022,450.18073999999996,212.861763,131.507926,161.42323000000002,398.914977,281.932056,158.186655,247.60553
MIMAT0000681,603.479064,2840.414681,2239.1658270000003,432.488104,721.703703,2439.765637,1104.114711,421.565411,560.026194,1228.72833,1315.6894240000001,1827.201513,1601.8279459999999,2095.6661480000002,1191.125085,3092.230662,1664.294794,754.142423,892.0845449999999,971.51196,348.553502,800.28741,1017.454464,776.269182,2001.932648,1682.590854,1160.51892,1236.799289,702.239247,1654.901718,2067.7733639999997,2338.367024,910.026912,1299.760211,2048.4044630000003,2457.13932,556.771439,1114.1594400000001,379.47208,836.496437,839.7703910000001,526.255492,1342.796192,237.09086799999997,589.272993,1519.944363,1145.4480270000001,1034.701419,1092.533494,1156.0031099999999,1619.290365,549.483064,1067.2311630000002,1872.291791,1083.344367,1786.721508
MIMAT0000682,188.680799,53.427664,233.94269799999998,546.183429,263.38637,421.982032,451.37156799999997,234.203007,192.008982,1014.1884630000001,273.608553,486.053604,127.11901199999998,165.57399,247.020014,233.15593800000002,305.917372,167.47374100000002,248.03614399999998,5.652192,138.751105,143.824955,235.368931,63.459267000000004,135.714543,136.483035,3359.120699,713.56745,216.387671,436.28877700000004,482.997137,259.744746,128.37094499999998,432.408032,538.302914,45.910674,169.003136,274.510835,225.83216599999997,252.917157,1065.4667220000001,85.156591,262.34578700000003,820.827234,319.65632700000003,204.699868,78.904957,556.270671,989.330005,83.507306,190.66008399999998,185.57632999999998,273.487809,141.842502,175.302521,398.644904
MIMAT0000685,0.748733,0.312442,0.0,0.0,0.834822,0.529463,0.0,0.0,0.0,2.543951,0.623254,1.9287840000000003,0.0,0.0,0.0,0.0,1.303625,0.0,0.0,0.332482,1.34059,0.895176,0.825856,0.0,0.286318,0.699913,0.0,2.6754,0.62812,0.0,0.620022,0.0,0.879253,2.536118,1.097458,0.0,0.0,0.537203,0.370217,0.984113,0.0,0.612637,0.86298,0.332993,0.746861,0.956541,0.994599,0.0,0.889685,3.274796,0.528144,0.0,1.5717690000000002,0.146079,1.441336,4.456899
MIMAT0000686,3.743667,4.061751,2.728195,8.35995,4.591521,4.235704,3.740648,1.615193,4.923307,12.719755,1.246508,3.857568,2.889069,5.294518,3.257406,1.457225,3.476334,4.084726,1.409296,3.3248189999999997,9.384132,5.669448,3.303424,1.475796,1.431588,1.399826,5.24726,17.581201,2.5124820000000003,1.536228,6.8202419999999995,2.657235,5.275518,5.072236,18.108050000000002,3.060712,9.389063,0.537203,2.221301,4.920567,1.9290280000000002,6.126374,10.355755,2.33095,2.987443,0.0,1.9891999999999999,6.328449,3.558741,2.456097,3.6970099999999997,1.610207,10.373675,2.9215769999999996,9.008351,43.083361
MIMAT0000687,0.0,0.312442,0.0,0.0,0.0,0.529463,0.0,0.0,2.461654,2.543951,0.623254,0.642928,0.321008,1.443959,0.542901,0.728612,0.434542,1.531773,0.0,0.0,0.670295,0.298392,0.825856,0.737898,0.286318,0.699913,0.874543,0.0,2.198421,0.0,0.0,0.0,0.0,0.0,0.0,0.306071,0.0,0.537203,0.370217,0.984113,0.0,0.612637,0.0,0.0,0.0,0.0,0.994599,0.0,0.0,0.0,0.528144,0.0,1.5717700000000001,0.146079,0.9008349999999999,0.990422
MIMAT0000688,13.4772,10.310601,72.979209,15.605241,11.270098,17.472279,3.740648,3.230386,1.230827,34.76733,25.553418,22.502482,12.840304000000001,6.257157,27.687956999999997,11.657796999999999,12.167169,8.680043,4.932537,19.283949,31.503874,13.129249,1.651712,16.233766,2.004223,11.198608,34.98173,7.644,16.331143,9.217367999999999,43.401540000000004,9.964633,7.034024,20.288939999999997,15.364405,8.263921,13.144687999999999,11.281267,7.404334,31.49163,55.298815,20.829669,6.9038379999999995,21.977525,30.621284,29.652785,3.315334,20.883882,8.896853,136.722747,6.865875000000001,30.593929,95.249202,2.191182,3.9636739999999997,15.846754
MIMAT0000689,18747.53386,32096.279776,102726.080381,51093.788054,64893.643662,34447.394137999996,88631.546133,133343.885928,59298.773359,40912.66786,81001.220331,68074.507644,40020.018035,35196.506001,31359.598165,55727.912846,76862.17423,35072.47324,18926.144417,78086.68666200001,105883.18095099999,37665.130145999996,87597.709078,28904.958677,44429.046920999994,55392.51471,35655.129108,41115.550149999995,34530.008474,30309.780396000002,27610.819632,29765.684994999996,57395.001798,45420.596061,14212.074888999998,15538.314905,52989.055172,56817.833855,127343.79541199999,45473.914595,49969.553501,39181.835055999996,49563.504941,9760.351749000001,30775.883574,79782.25290200001,7585.8166009999995,39959.092907,12839.937615,64794.301853000004,56807.726962,10000.189199,33448.187736,41409.975805999995,39712.777714,83844.68002100001
MIMAT0000690,0.0,4.999079,25.235801,2.78665,6.678576,2.647315,1.870323,0.0,0.0,0.847984,11.841827,11.572705,1.284031,72.197961,0.0,24.772818,2.60725,2.042364,0.704648,2.6598550000000003,9.384132,2.088744,1.651712,0.737898,0.572636,1.399826,3.498173,3.4398,2.512483,3.072456,4.340154,0.664309,14.068049,5.072235,12.620761,2.1424969999999997,31.922814,24.174143,2.221301,0.984113,28.935427,4.288461,5.177878000000001,0.0,27.633841999999994,0.956541,2.652268,9.492674,4.4484259999999995,19.648778,1.584433,2.41531,5.02966,0.292158,2.162004,4.952109999999999
MIMAT0000691,7.487333,13.122583,20.461458999999998,16.719901,16.696441,38.121338,18.0798,37.149442,18.462403,20.351608,13.088336,22.502481000000003,14.766351,12.995633,22.258945999999998,23.315593,14.774419000000002,32.677804,10.569722,14.961683,27.482103,18.500305,8.258559,8.854781,4.867399,6.2992170000000005,24.487212,75.675605,10.992116,14.978223999999999,14.880528,19.929265,21.981326,6.340294,24.144066,7.95785,18.778126,37.06702,4.442601,7.872907,19.290284,8.576922,23.300449,40.958114,14.190351,39.218198,8.951402,27.212331,12.455594,13.099184999999999,9.506596,10.466344,26.091366,11.101988,5.945512000000001,10.894643
